Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCD42,Low Fat,Health and Hygiene,OUT045,2002,Tier 2,Supermarket Type1,645.1602
FDT20,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,849.5608
NCN19,Low Fat,Others,OUT018,2009,Tier 3,Supermarket Type2,1328.271
FDW21,Regular,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,2010.716
FDF34,Regular,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,4364.9848
FDI28,Low Fat,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,792.302
FDG44,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,2804.3496
DRF60,low fat,Soft Drinks,OUT045,2002,Tier 2,Supermarket Type1,4290.4152
FDQ36,Regular,Baking Goods,OUT019,1985,Tier 1,Grocery Store,37.2848
FDP34,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,2659.871
FDA20,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,5406.296
FDE41,Regular,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,930.1226
DRK47,Low Fat,Hard Drinks,OUT046,1997,Tier 1,Supermarket Type1,1826.9552
FDY10,Low Fat,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,1145.176
FDI02,Regular,Canned,OUT017,2007,Tier 2,Supermarket Type1,3150.5656
FDE41,Regular,Frozen Foods,OUT019,1985,Tier 1,Grocery Store,253.6698
FDZ52,Low Fat,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,1779.0176
FDG50,Low Fat,Canned,OUT018,2009,Tier 3,Supermarket Type2,1185.7898
DRL01,Regular,Soft Drinks,OUT010,1998,Tier 3,Grocery Store,467.3916
FDV48,Regular,Baking Goods,OUT017,2007,Tier 2,Supermarket Type1,1414.1592
FDR48,Low Fat,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,1518.024
NCD54,Low Fat,Household,OUT013,1987,Tier 3,Supermarket Type1,3034.0506
NCT54,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,666.4658
FDH02,Regular,Canned,OUT013,1987,Tier 3,Supermarket Type1,181.0976
NCD43,Low Fat,Household,OUT013,1987,Tier 3,Supermarket Type1,210.3928
FDE46,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,1662.5026
NCO42,Low Fat,Household,OUT027,1985,Tier 3,Supermarket Type3,3791.0652
FDR40,Regular,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,402.809
FDG24,Low Fat,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,749.025
NCO17,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,2516.724
FDF22,Low Fat,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,5556.7668
FDC59,Regular,Starchy Foods,OUT035,2004,Tier 2,Supermarket Type1,1022.6688
NCY18,Low Fat,Household,OUT010,1998,Tier 3,Grocery Store,525.3162
DRE48,Low Fat,Soft Drinks,OUT045,2002,Tier 2,Supermarket Type1,1576.6144
FDV60,Regular,Baking Goods,OUT010,1998,Tier 3,Grocery Store,392.822
FDB56,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,5257.1568
FDL20,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,4447.544
NCZ53,Low Fat,Health and Hygiene,OUT027,1985,Tier 3,Supermarket Type3,5652.642
DRM35,Low Fat,Hard Drinks,OUT035,2004,Tier 2,Supermarket Type1,3033.3848
FDV16,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,780.9834
FDY19,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,2474.7786
FDY12,Regular,Baking Goods,OUT010,1998,Tier 3,Grocery Store,101.2016
FDM15,Regular,Meat,OUT017,2007,Tier 2,Supermarket Type1,3929.5516
FDP12,Regular,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,564.5984
FDT21,Low Fat,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,1245.046
DRE49,Low Fat,Soft Drinks,OUT010,1998,Tier 3,Grocery Store,151.8024
FDN16,Regular,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,825.592
FDE04,Regular,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,2696.49
FDC51,Regular,Dairy,OUT013,1987,Tier 3,Supermarket Type1,1231.73
FDO04,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,939.4438
FDD41,Regular,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,2090.612
FDI45,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,2801.6864
NCB18,Low Fat,Household,OUT027,1985,Tier 3,Supermarket Type3,3364.9532
FDW51,Regular,Meat,OUT017,2007,Tier 2,Supermarket Type1,2343.616
NCK07,Low Fat,Others,OUT046,1997,Tier 1,Supermarket Type1,1808.9786
FDZ45,Low Fat,Snack Foods,OUT019,1985,Tier 1,Grocery Store,992.042
FDB37,Regular,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,5768.4912
FDZ60,Low Fat,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,970.7364
FDN04,Regular,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,3568.688
FDW47,Low Fat,Breads,OUT013,1987,Tier 3,Supermarket Type1,3533.4006
FDB17,Low Fat,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,6157.3184
FDR56,Regular,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,4729.8432
FDU55,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,9371.8008
FDH40,Regular,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,1949.4624
FDH05,Regular,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,4633.968
FDX58,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,4211.185
FDC51,Regular,Dairy,OUT035,2004,Tier 2,Supermarket Type1,1970.768
NCR05,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,3372.9428
DRH25,Low Fat,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,934.7832
NCR53,Low Fat,Health and Hygiene,OUT049,1999,Tier 1,Supermarket Type1,3375.606
FDS04,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,2388.2246
FDC03,Regular,Dairy,OUT013,1987,Tier 3,Supermarket Type1,780.3176
FDP44,Regular,Fruits and Vegetables,OUT010,1998,Tier 3,Grocery Store,102.5332
FDK16,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,1713.7692
NCC30,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,1605.9096
FDZ26,Regular,Dairy,OUT010,1998,Tier 3,Grocery Store,717.0666
NCO54,Low Fat,Household,OUT018,2009,Tier 3,Supermarket Type2,1381.535
NCP41,Low Fat,Health and Hygiene,OUT010,1998,Tier 3,Grocery Store,215.7192
DRE27,Low Fat,Dairy,OUT049,1999,Tier 1,Supermarket Type1,1076.5986
FDQ10,Low Fat,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,2931.5174
NCU42,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,4211.185
FDX43,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,1830.95
NCD19,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,939.4438
NCI54,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,1856.2504
FDS37,Low Fat,Canned,OUT010,1998,Tier 3,Grocery Store,115.8492
FDO25,Low Fat,Canned,OUT027,1985,Tier 3,Supermarket Type3,4613.994
FDS57,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1431.47
FDI52,Low Fat,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,490.0288
DRK12,Low Fat,Soft Drinks,OUT018,2009,Tier 3,Supermarket Type2,366.19
FDG40,Low Fat,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,611.2044
FDU49,Regular,Canned,OUT045,2002,Tier 2,Supermarket Type1,2163.85
FDR49,Low Fat,Canned,OUT013,1987,Tier 3,Supermarket Type1,575.2512
FDF40,Regular,Dairy,OUT019,1985,Tier 1,Grocery Store,498.0184
DRE03,Low Fat,Dairy,OUT017,2007,Tier 2,Supermarket Type1,661.8052
FDR55,Regular,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,5294.4416
NCU05,Low Fat,Health and Hygiene,OUT035,2004,Tier 2,Supermarket Type1,1208.427
FDR36,Regular,Baking Goods,OUT017,2007,Tier 2,Supermarket Type1,838.908
NCM30,Low Fat,Household,OUT013,1987,Tier 3,Supermarket Type1,660.4736
FDH24,Low Fat,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,3928.22
DRO47,Low Fat,Hard Drinks,OUT018,2009,Tier 3,Supermarket Type2,452.744
FDQ49,Regular,Breakfast,OUT017,2007,Tier 2,Supermarket Type1,782.315
DRJ37,Low Fat,Soft Drinks,OUT046,1997,Tier 1,Supermarket Type1,2580.6408
NCJ42,Low Fat,Household,OUT018,2009,Tier 3,Supermarket Type2,1537.998
FDD05,Low Fat,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,1687.1372
FDC39,Low Fat,Dairy,OUT018,2009,Tier 3,Supermarket Type2,3115.944
NCY06,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,2348.9424
NCS06,Low Fat,Household,OUT019,1985,Tier 1,Grocery Store,262.991
FDE16,Low Fat,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,3542.7218
NCQ50,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,4701.8796
FDX50,Low Fat,Dairy,OUT046,1997,Tier 1,Supermarket Type1,1768.3648
NCL41,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,519.324
FDM58,Regular,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1677.816
FDH35,Low Fat,Starchy Foods,OUT010,1998,Tier 3,Grocery Store,164.4526
FDS50,Low Fat,Dairy,OUT049,1999,Tier 1,Supermarket Type1,1108.557
FDT09,Regular,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,4350.3372
FDR60,Low Fat,Baking Goods,OUT018,2009,Tier 3,Supermarket Type2,1312.9576
FDG22,Regular,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,659.142
FDL52,Regular,Frozen Foods,OUT027,1985,Tier 3,Supermarket Type3,910.8144
DRJ39,Low Fat,Dairy,OUT018,2009,Tier 3,Supermarket Type2,2409.5302
FDW45,Low Fat,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,2648.5524
NCQ38,Low Fat,Others,OUT045,2002,Tier 2,Supermarket Type1,1065.28
FDB26,Regular,Canned,OUT017,2007,Tier 2,Supermarket Type1,798.96
DRG48,Low Fat,Soft Drinks,OUT046,1997,Tier 1,Supermarket Type1,3062.0142
FDH10,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,774.9912
FDP28,Regular,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,4958.8784
FDJ44,Regular,Fruits and Vegetables,OUT010,1998,Tier 3,Grocery Store,697.7584
FDI07,Regular,Meat,OUT045,2002,Tier 2,Supermarket Type1,2768.3964
DRJ24,Low Fat,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,2591.2936
DRL47,Low Fat,Hard Drinks,OUT035,2004,Tier 2,Supermarket Type1,755.0172
FDP38,Low Fat,Canned,OUT013,1987,Tier 3,Supermarket Type1,354.2056
FDK02,Low Fat,Canned,OUT019,1985,Tier 1,Grocery Store,479.376
FDO23,Low Fat,Breads,OUT013,1987,Tier 3,Supermarket Type1,1607.2412
NCE54,Low Fat,Household,OUT013,1987,Tier 3,Supermarket Type1,1053.2956
FDS52,low fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,1922.8304
FDW01,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,1677.1502
NCF07,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,1113.2176
DRE15,Low Fat,Dairy,OUT018,2009,Tier 3,Supermarket Type2,1518.024
FDR58,Low Fat,Snack Foods,OUT046,1997,Tier 1,Supermarket Type1,2406.2012
FDL24,Regular,Baking Goods,OUT013,1987,Tier 3,Supermarket Type1,2069.3064
FDQ25,Regular,Canned,OUT027,1985,Tier 3,Supermarket Type3,3621.2862
FDX56,Regular,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,4969.5312
FDD20,Low Fat,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,1245.046
DRF60,Low Fat,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,5243.8408
FDW13,Low Fat,Canned,OUT018,2009,Tier 3,Supermarket Type2,934.7832
FDF09,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,521.9872
FDY45,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,4578.0408
FDR26,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,1062.6168
FDZ01,Regular,Canned,OUT046,1997,Tier 1,Supermarket Type1,2579.975
FDH53,Regular,Frozen Foods,OUT010,1998,Tier 3,Grocery Store,165.1184
FDG52,Low Fat,Frozen Foods,OUT018,2009,Tier 3,Supermarket Type2,459.402
FDW50,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,1504.0422
FDX49,Regular,Canned,OUT035,2004,Tier 2,Supermarket Type1,5126.66
FDJ44,Regular,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,2616.594
NCI31,Low Fat,Others,OUT027,1985,Tier 3,Supermarket Type3,842.237
FDZ52,Low Fat,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,1223.0746
FDE17,Regular,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,755.683
FDG34,Regular,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1953.4572
FDE26,Low Fat,Canned,OUT010,1998,Tier 3,Grocery Store,288.9572
FDD56,Regular,Fruits and Vegetables,OUT018,2009,Tier 3,Supermarket Type2,2976.7918
FDR52,Regular,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,2675.1844
FDQ13,Low Fat,Canned,OUT035,2004,Tier 2,Supermarket Type1,755.0172
NCJ42,Low Fat,Household,OUT019,1985,Tier 1,Grocery Store,410.1328
FDH10,Low Fat,Snack Foods,OUT019,1985,Tier 1,Grocery Store,387.4956
NCG42,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,3635.268
FDT31,Low Fat,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,1323.6104
DRD25,Low Fat,Soft Drinks,OUT045,2002,Tier 2,Supermarket Type1,2942.836
FDR35,Low Fat,Breads,OUT035,2004,Tier 2,Supermarket Type1,4379.6324
FDL33,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,2936.178
FDT45,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,600.5516
FDT16,Regular,Frozen Foods,OUT045,2002,Tier 2,Supermarket Type1,8851.1452
DRE49,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,2428.8384
DRF60,Low Fat,Soft Drinks,OUT049,1999,Tier 1,Supermarket Type1,3813.7024
NCB54,Low Fat,Health and Hygiene,OUT049,1999,Tier 1,Supermarket Type1,2556.672
FDH20,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,1255.033
FDA31,Low Fat,Fruits and Vegetables,OUT035,2004,Tier 2,Supermarket Type1,2769.728
FDE33,Regular,Fruits and Vegetables,OUT045,2002,Tier 2,Supermarket Type1,1571.288
FDM12,Regular,Baking Goods,OUT010,1998,Tier 3,Grocery Store,188.4214
FDW44,Regular,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,1022.6688
DRE48,Low Fat,Soft Drinks,OUT013,1987,Tier 3,Supermarket Type1,3744.4592
NCX18,Low Fat,Household,OUT045,2002,Tier 2,Supermarket Type1,2749.754
FDA38,Low Fat,Dairy,OUT018,2009,Tier 3,Supermarket Type2,480.7076
FDQ19,Regular,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,969.4048
FDY47,Regular,Breads,OUT027,1985,Tier 3,Supermarket Type3,4933.578
FDE17,Regular,Frozen Foods,OUT013,1987,Tier 3,Supermarket Type1,2720.4588
FDY25,Low Fat,Canned,OUT046,1997,Tier 1,Supermarket Type1,4527.44
FDT03,Low Fat,Meat,OUT035,2004,Tier 2,Supermarket Type1,3123.9336
FDB49,Regular,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,2857.6136
FDL43,Low Fat,Meat,OUT017,2007,Tier 2,Supermarket Type1,1454.773
FDE47,Low Fat,Starchy Foods,OUT017,2007,Tier 2,Supermarket Type1,1992.0736
FDS49,Low Fat,Canned,OUT045,2002,Tier 2,Supermarket Type1,1728.4168
FDU23,Low Fat,Breads,OUT018,2009,Tier 3,Supermarket Type2,2311.6576
FDU38,Low Fat,Dairy,OUT027,1985,Tier 3,Supermarket Type3,7478.2656
FDV09,Low Fat,Snack Foods,OUT019,1985,Tier 1,Grocery Store,593.8936
FDR20,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,452.744
FDY11,Regular,Baking Goods,OUT046,1997,Tier 1,Supermarket Type1,856.8846
FDG40,Low Fat,Frozen Foods,OUT027,1985,Tier 3,Supermarket Type3,984.7182
FDX20,Low Fat,Fruits and Vegetables,OUT017,2007,Tier 2,Supermarket Type1,2037.348
FDZ27,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,149.805
FDH09,Low Fat,Seafood,OUT017,2007,Tier 2,Supermarket Type1,473.3838
FDG29,Low Fat,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,293.6178
NCA30,low fat,Household,OUT049,1999,Tier 1,Supermarket Type1,5105.3544
NCL53,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,3010.7476
DRE15,Low Fat,Dairy,OUT046,1997,Tier 1,Supermarket Type1,986.7156
NCS38,Low Fat,Household,OUT046,1997,Tier 1,Supermarket Type1,458.0704
FDY21,Low Fat,Snack Foods,OUT019,1985,Tier 1,Grocery Store,589.233
FDB58,Regular,Snack Foods,OUT010,1998,Tier 3,Grocery Store,283.6308
FDH41,Low Fat,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,1935.4806
DRF23,Low Fat,Hard Drinks,OUT049,1999,Tier 1,Supermarket Type1,1569.9564
FDE05,Regular,Frozen Foods,OUT010,1998,Tier 3,Grocery Store,437.4306
FDY10,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1717.764
FDS43,Low Fat,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,1304.968
NCM30,Low Fat,Household,OUT049,1999,Tier 1,Supermarket Type1,784.3124
FDY49,Regular,Canned,OUT045,2002,Tier 2,Supermarket Type1,1816.3024
FDN02,Low Fat,Canned,OUT045,2002,Tier 2,Supermarket Type1,2070.638
FDP37,Low Fat,Breakfast,OUT045,2002,Tier 2,Supermarket Type1,2184.4898
NCF07,Low Fat,Household,OUT035,2004,Tier 2,Supermarket Type1,1922.8304
FDJ09,Low Fat,Snack Foods,OUT013,1987,Tier 3,Supermarket Type1,633.8416
FDO23,Low Fat,Breads,OUT027,1985,Tier 3,Supermarket Type3,2269.0464
FDH09,Low Fat,Seafood,OUT027,1985,Tier 3,Supermarket Type3,1209.7586
FDX34,Low Fat,Snack Foods,OUT049,1999,Tier 1,Supermarket Type1,1205.098
FDV60,Regular,Baking Goods,OUT049,1999,Tier 1,Supermarket Type1,3338.987
FDE32,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,227.7036
NCI30,Low Fat,Household,OUT018,2009,Tier 3,Supermarket Type2,4680.574
FDS37,Low Fat,Canned,OUT013,1987,Tier 3,Supermarket Type1,695.0952
FDC57,Regular,Fruits and Vegetables,OUT019,1985,Tier 1,Grocery Store,579.246
DRC01,Regular,Soft Drinks,OUT017,2007,Tier 2,Supermarket Type1,1478.076
DRD27,Low Fat,Dairy,OUT017,2007,Tier 2,Supermarket Type1,694.4294
FDI12,Regular,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,703.0848
FDQ33,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,4514.124
FDQ27,Regular,Meat,OUT019,1985,Tier 1,Grocery Store,206.398
NCB07,Low Fat,Household,OUT010,1998,Tier 3,Grocery Store,589.233
FDC08,Regular,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,3169.208
FDD20,Low Fat,Fruits and Vegetables,OUT046,1997,Tier 1,Supermarket Type1,2490.092
FDS24,Regular,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,1151.1682
FDH34,Low Fat,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,3900.9222
NCX30,Low Fat,Household,OUT018,2009,Tier 3,Supermarket Type2,6439.6176
FDM01,Regular,Breakfast,OUT046,1997,Tier 1,Supermarket Type1,1845.5976
FDB20,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,934.7832
NCK29,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,3202.498
FDS11,Regular,Breads,OUT049,1999,Tier 1,Supermarket Type1,2684.5056
NCV41,Low Fat,Health and Hygiene,OUT010,1998,Tier 3,Grocery Store,221.0456
DRL60,Low Fat,Soft Drinks,OUT049,1999,Tier 1,Supermarket Type1,2439.4912
FDV10,Regular,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,596.5568
FDV09,Low Fat,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,2227.101
FDQ39,Low Fat,Meat,OUT046,1997,Tier 1,Supermarket Type1,5159.2842
DRE49,Low Fat,Soft Drinks,OUT018,2009,Tier 3,Supermarket Type2,1366.2216
FDR45,Low Fat,Snack Foods,OUT045,2002,Tier 2,Supermarket Type1,8604.7992
DRJ23,Low Fat,Hard Drinks,OUT010,1998,Tier 3,Grocery Store,378.1744
FDQ26,Regular,Dairy,OUT018,2009,Tier 3,Supermarket Type2,711.0744
NCA06,Low Fat,Household,OUT017,2007,Tier 2,Supermarket Type1,1061.951
FDT24,Regular,Baking Goods,OUT018,2009,Tier 3,Supermarket Type2,1004.0264
DRG27,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,609.207
FDR02,Low Fat,Dairy,OUT045,2002,Tier 2,Supermarket Type1,3558.0352
DRG37,Low Fat,Soft Drinks,OUT035,2004,Tier 2,Supermarket Type1,2025.3636
FDJ07,Low Fat,Meat,OUT018,2009,Tier 3,Supermarket Type2,1864.24
FDP32,Low Fat,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,1907.517
FDV59,Low Fat,Breads,OUT046,1997,Tier 1,Supermarket Type1,5660.6316
FDP60,Low Fat,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,607.2096
FDE32,Low Fat,Fruits and Vegetables,OUT027,1985,Tier 3,Supermarket Type3,1024.6662
FDK26,Regular,Canned,OUT017,2007,Tier 2,Supermarket Type1,3169.208
FDW28,Low Fat,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,2740.4328
FDP56,Low Fat,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,640.4996
FDT25,Low Fat,Canned,OUT046,1997,Tier 1,Supermarket Type1,1960.1152
FDQ12,Low Fat,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,2067.309
FDR60,Low Fat,Baking Goods,OUT035,2004,Tier 2,Supermarket Type1,231.6984
FDZ10,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,253.004
FDM13,Low Fat,Breakfast,OUT010,1998,Tier 3,Grocery Store,131.1626
FDF26,Regular,Canned,OUT045,2002,Tier 2,Supermarket Type1,2153.1972
FDN02,Low Fat,Canned,OUT027,1985,Tier 3,Supermarket Type3,5383.6588
NCI30,Low Fat,Household,OUT013,1987,Tier 3,Supermarket Type1,1724.422
NCJ31,Low Fat,Others,OUT049,1999,Tier 1,Supermarket Type1,3615.294
NCQ54,Low Fat,Household,OUT010,1998,Tier 3,Grocery Store,168.4474
FDB02,Regular,Canned,OUT045,2002,Tier 2,Supermarket Type1,2999.429
FDC02,Low Fat,Canned,OUT027,1985,Tier 3,Supermarket Type3,4165.2448
FDA11,Low Fat,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,1134.5232
DRI23,Low Fat,Hard Drinks,OUT027,1985,Tier 3,Supermarket Type3,2888.2404
FDE04,Regular,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,2696.49
FDW38,Regular,Dairy,OUT010,1998,Tier 3,Grocery Store,53.9298
FDG46,Regular,Snack Foods,OUT019,1985,Tier 1,Grocery Store,113.8518
NCJ05,Low Fat,Health and Hygiene,OUT027,1985,Tier 3,Supermarket Type3,2287.023
FDU01,Regular,Canned,OUT019,1985,Tier 1,Grocery Store,555.2772
FDY11,Regular,Baking Goods,OUT017,2007,Tier 2,Supermarket Type1,1120.5414
FDX60,Low Fat,Baking Goods,OUT013,1987,Tier 3,Supermarket Type1,719.064
NCN29,Low Fat,Health and Hygiene,OUT049,1999,Tier 1,Supermarket Type1,437.4306
FDT07,Regular,Fruits and Vegetables,OUT049,1999,Tier 1,Supermarket Type1,2050.664
FDI21,Regular,Snack Foods,OUT018,2009,Tier 3,Supermarket Type2,1214.4192
FDI41,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,2059.9852
FDE10,Regular,Snack Foods,OUT027,1985,Tier 3,Supermarket Type3,3672.5528
FDQ28,Regular,Frozen Foods,OUT046,1997,Tier 1,Supermarket Type1,3089.312
FDY32,Low Fat,Fruits and Vegetables,OUT010,1998,Tier 3,Grocery Store,815.605
NCK05,Low Fat,Health and Hygiene,OUT019,1985,Tier 1,Grocery Store,61.2536
FDH12,Low Fat,Baking Goods,OUT045,2002,Tier 2,Supermarket Type1,1278.336
FDJ27,Regular,Meat,OUT017,2007,Tier 2,Supermarket Type1,1528.011
DRL35,Low Fat,Hard Drinks,OUT010,1998,Tier 3,Grocery Store,129.831
NCY29,Low Fat,Health and Hygiene,OUT017,2007,Tier 2,Supermarket Type1,1301.639
FDC21,Regular,Fruits and Vegetables,OUT017,2007,Tier 2,Supermarket Type1,1844.9318
FDM33,Low Fat,Snack Foods,OUT017,2007,Tier 2,Supermarket Type1,5068.7354
DRJ39,Low Fat,Dairy,OUT013,1987,Tier 3,Supermarket Type1,1095.241
FDB22,Low Fat,Snack Foods,OUT010,1998,Tier 3,Grocery Store,307.5996
FDC32,Low Fat,Fruits and Vegetables,OUT013,1987,Tier 3,Supermarket Type1,1295.6468
FDD02,Low Fat,Canned,OUT046,1997,Tier 1,Supermarket Type1,2607.2728
FDL28,Regular,Frozen Foods,OUT035,2004,Tier 2,Supermarket Type1,3455.502
FDL39,Regular,Dairy,OUT049,1999,Tier 1,Supermarket Type1,2345.6134
FDV37,Regular,Canned,OUT010,1998,Tier 3,Grocery Store,197.7426
FDA28,Regular,Frozen Foods,OUT017,2007,Tier 2,Supermarket Type1,1761.7068
FDL04,Low Fat,Frozen Foods,OUT049,1999,Tier 1,Supermarket Type1,1905.5196
FDR10,Low Fat,Snack Foods,OUT035,2004,Tier 2,Supermarket Type1,3086.6488
FDA39,Low Fat,Meat,OUT017,2007,Tier 2,Supermarket Type1,1060.6194
